model,seed,approch,Time,cpu,memory
lenet5,0,tarantula,13.327324151992798,0.3,0.02694079802300866
lenet5,0,ochiai,13.308162689208984,0.3,0.026916417210318153
lenet5,0,dstar,13.799487113952637,0.0,0.02689203639762765
lenet5,1,tarantula,13.364814519882202,0.3,0.02694079802300866
lenet5,1,ochiai,13.351841926574707,0.3,0.026916417210318153
lenet5,1,dstar,13.394242525100708,0.0,0.02694079802300866
lenet5,2,tarantula,13.508571147918701,0.3,0.02694079802300866
lenet5,2,ochiai,13.377672910690308,0.0,0.02776974565448585
lenet5,2,dstar,13.476599931716919,0.0,0.02689203639762765
